,,root
TTR,cnv_del,-2.1884082e-26
TTR,cnv_amp,2.2924037e-25
NAF1,mut_important,1.0382735e-07
NAF1,cnv_del,-1.4951952e-32
NAF1,cnv_amp,-1.2822134e-32
TGFBI,mut_important,-9.280217e-08
TGFBI,cnv_del,-2.4887643e-32
TGFBI,cnv_amp,-8.10598e-33
PLD3,mut_important,3.6656164e-08
PLD3,cnv_del,-3.6825134e-09
PLD3,cnv_amp,1.9196388e-08
EIF3A,mut_important,7.3536164e-08
EIF3A,cnv_del,2.6614136e-33
EIF3A,cnv_amp,-9.388701e-33
SREBF2,mut_important,0.0004374632
SREBF2,cnv_del,2.2219307e-32
SREBF2,cnv_amp,-0.011983062
CANX,mut_important,1.2048797e-32
CANX,cnv_del,1.7151233e-07
CANX,cnv_amp,-6.861642e-07
MOV10,mut_important,-8.009416e-09
MOV10,cnv_del,-9.901538e-09
MOV10,cnv_amp,2.0230784e-08
TARS2,mut_important,0.0013742544
TARS2,cnv_del,-0.0005539257
TARS2,cnv_amp,0.011439605
KANSL3,mut_important,-1.7743387e-13
KANSL3,cnv_del,-1.2842182e-32
KANSL3,cnv_amp,2.924191e-26
HEXB,mut_important,-2.3017361e-32
HEXB,cnv_del,-4.7227368e-07
HEXB,cnv_amp,1.7565654e-06
RP1,mut_important,0.29254416
RP1,cnv_del,0.18309155
RP1,cnv_amp,0.40778103
IDH3G,mut_important,0.0004165567
IDH3G,cnv_del,-6.398049e-05
IDH3G,cnv_amp,0.0021009862
DRGX,mut_important,1.4632684e-10
DRGX,cnv_del,3.7106684e-31
DRGX,cnv_amp,-2.3910128e-32
MASP2,mut_important,0.0039611626
MASP2,cnv_del,-0.0042747566
MASP2,cnv_amp,0.016568182
XRCC5,mut_important,-0.47942024
XRCC5,cnv_del,-0.4342348
XRCC5,cnv_amp,0.35792747
FABP9,mut_important,-4.9604238e-33
FABP9,cnv_del,2.4364013e-05
FABP9,cnv_amp,2.3808967e-05
UGT2A1,mut_important,0.02028687
UGT2A1,cnv_del,0.11939127
UGT2A1,cnv_amp,0.13101481
TMEM181,mut_important,8.84635e-15
TMEM181,cnv_del,-4.7331603e-33
TMEM181,cnv_amp,-9.098826e-32
CAMK2N2,mut_important,4.840015e-10
CAMK2N2,cnv_del,6.857032e-33
CAMK2N2,cnv_amp,-5.4676944e-33
FCHSD1,mut_important,7.9281275e-33
FCHSD1,cnv_del,0.008434677
FCHSD1,cnv_amp,0.0024412728
LETMD1,mut_important,-0.004864833
LETMD1,cnv_del,-0.0033392606
LETMD1,cnv_amp,0.005204073
PTH,mut_important,0.32957897
PTH,cnv_del,2.5540833e-32
PTH,cnv_amp,-0.62423134
SMARCE1,mut_important,0.0020483925
SMARCE1,cnv_del,0.020960702
SMARCE1,cnv_amp,-0.002734678
CHAT,mut_important,0.12409437
CHAT,cnv_del,-0.3008029
CHAT,cnv_amp,0.5189188
MIP,mut_important,-1.0076107e-26
MIP,cnv_del,-0.003905743
MIP,cnv_amp,0.00048431594
EXOC6B,mut_important,-0.20084105
EXOC6B,cnv_del,8.762528e-33
EXOC6B,cnv_amp,1.2273926e-24
METTL7A,mut_important,-8.444291e-13
METTL7A,cnv_del,8.8777706e-32
METTL7A,cnv_amp,-7.5796434e-33
HLF,mut_important,-0.066947795
HLF,cnv_del,0.6619529
HLF,cnv_amp,-0.785495
GNA11,mut_important,-1.9365894e-15
GNA11,cnv_del,2.4222405e-16
GNA11,cnv_amp,1.2943383e-15
FAM50B,mut_important,-1.11691725e-05
FAM50B,cnv_del,0.00013267204
FAM50B,cnv_amp,-0.0019110414
GLUD2,mut_important,0.0010934832
GLUD2,cnv_del,6.3910426e-05
GLUD2,cnv_amp,0.001429583
GARS,mut_important,-0.25787592
GARS,cnv_del,-0.22430891
GARS,cnv_amp,-0.14802612
ZNF697,mut_important,-3.372759e-26
ZNF697,cnv_del,5.1224895e-09
ZNF697,cnv_amp,6.0640406e-07
VARS,mut_important,-1.575393e-05
VARS,cnv_del,-1.8843514e-06
VARS,cnv_amp,-2.5007164e-06
TUT1,mut_important,-1.4923273e-32
TUT1,cnv_del,7.470714e-07
TUT1,cnv_amp,0.00011826143
JMJD8,mut_important,-3.8796037e-09
JMJD8,cnv_del,4.753468e-08
JMJD8,cnv_amp,-6.307262e-08
SPHAR,mut_important,4.5560643e-12
SPHAR,cnv_del,-4.9849746e-13
SPHAR,cnv_amp,-1.0717926e-12
TTC21B,mut_important,2.0068067e-14
TTC21B,cnv_del,4.0891258e-14
TTC21B,cnv_amp,-8.140962e-15
ZNF471,mut_important,0.045245044
ZNF471,cnv_del,7.2304246e-33
ZNF471,cnv_amp,-1.21601915e-32
KLHL26,mut_important,-1.0412394e-09
KLHL26,cnv_del,-1.2950419e-10
KLHL26,cnv_amp,9.042476e-10
OR6Q1,mut_important,0.18567185
OR6Q1,cnv_del,-2.563481e-32
OR6Q1,cnv_amp,9.1138406e-33
ACTR5,mut_important,2.4834128e-32
ACTR5,cnv_del,5.4394064e-07
ACTR5,cnv_amp,1.5288018e-07
DOPEY1,mut_important,1.2940261e-05
DOPEY1,cnv_del,2.525003e-06
DOPEY1,cnv_amp,-1.522795e-05
ACAD10,mut_important,0.0006882391
ACAD10,cnv_del,-4.175702e-05
ACAD10,cnv_amp,-0.0008069474
EIF3E,mut_important,-0.002114412
EIF3E,cnv_del,0.0027286133
EIF3E,cnv_amp,2.4524516e-32
CDK9,mut_important,2.971867e-24
CDK9,cnv_del,8.958246e-07
CDK9,cnv_amp,-5.447811e-06
RAB10,mut_important,-0.20218453
RAB10,cnv_del,1.0461592e-26
RAB10,cnv_amp,-5.6629544e-30
NONO,mut_important,-0.18632764
NONO,cnv_del,4.5966364e-32
NONO,cnv_amp,-9.2792606e-35
ITCH,mut_important,0.4192167
ITCH,cnv_del,-0.41584325
ITCH,cnv_amp,0.114321455
FBXO10,mut_important,5.8556584e-12
FBXO10,cnv_del,-1.906673e-32
FBXO10,cnv_amp,-9.3487595e-33
PHC1,mut_important,2.3601336e-12
PHC1,cnv_del,-4.763424e-33
PHC1,cnv_amp,-4.7197097e-33
HHAT,mut_important,-1.8209808e-26
HHAT,cnv_del,8.730346e-32
HHAT,cnv_amp,2.520459e-23
FAM49B,mut_important,0.023788137
FAM49B,cnv_del,0.025281454
FAM49B,cnv_amp,-0.19558574
ROBO2,mut_important,-0.0060066083
ROBO2,cnv_del,-0.0019571465
ROBO2,cnv_amp,0.0066624642
CRX,mut_important,4.9551965e-33
CRX,cnv_del,8.771033e-08
CRX,cnv_amp,1.1866862e-08
TRIM38,mut_important,-0.0083977515
TRIM38,cnv_del,-1.8953117e-32
TRIM38,cnv_amp,2.5926715e-25
DPAGT1,mut_important,1.2722704e-32
DPAGT1,cnv_del,-1.3999643e-05
DPAGT1,cnv_amp,-0.00021261649
USP16,mut_important,2.898739e-07
USP16,cnv_del,1.9086546e-33
USP16,cnv_amp,-2.8859332e-33
CSNK1E,mut_important,-2.5840813e-10
CSNK1E,cnv_del,-9.483634e-33
CSNK1E,cnv_amp,2.4378292e-32
NOTUM,mut_important,0.273698
NOTUM,cnv_del,-1.2000629e-32
NOTUM,cnv_amp,1.1601305e-32
TGFBRAP1,mut_important,-2.2470035e-06
TGFBRAP1,cnv_del,2.7845582e-33
TGFBRAP1,cnv_amp,6.529991e-33
DNM3,mut_important,0.10629098
DNM3,cnv_del,0.0051137283
DNM3,cnv_amp,0.05563047
CTDSPL,mut_important,-1.2978417e-08
CTDSPL,cnv_del,-7.768398e-33
CTDSPL,cnv_amp,7.112308e-33
PTAR1,mut_important,-0.0010385326
PTAR1,cnv_del,-0.0015966566
PTAR1,cnv_amp,-0.0011956823
DCX,mut_important,-0.00090845174
DCX,cnv_del,0.00089148234
DCX,cnv_amp,-0.0042319302
PARVB,mut_important,1.6906219e-05
PARVB,cnv_del,9.087793e-34
PARVB,cnv_amp,1.1489108e-32
AARS,mut_important,-2.9486318e-05
AARS,cnv_del,-2.3705979e-32
AARS,cnv_amp,4.5885587e-32
LDLRAD3,mut_important,2.4046573e-08
LDLRAD3,cnv_del,1.26087025e-08
LDLRAD3,cnv_amp,5.1445856e-08
ASB17,mut_important,-1.6915584e-32
ASB17,cnv_del,8.781079e-05
ASB17,cnv_amp,-5.7827976e-05
AP1S3,mut_important,9.779499e-12
AP1S3,cnv_del,-1.0046729e-24
AP1S3,cnv_amp,-1.5384529e-24
XXYLT1,mut_important,9.466162e-32
XXYLT1,cnv_del,0.2859516
XXYLT1,cnv_amp,0.13619001
FASTKD1,mut_important,0.0056331567
FASTKD1,cnv_del,-0.0036500334
FASTKD1,cnv_amp,-0.0061488114
EPHX1,mut_important,-0.001925549
EPHX1,cnv_del,0.002665363
EPHX1,cnv_amp,-0.0019081704
XPO7,mut_important,8.904668e-16
XPO7,cnv_del,-1.0484755e-32
XPO7,cnv_amp,4.1243527e-33
DDAH2,mut_important,-0.14679503
DDAH2,cnv_del,-3.7817784e-33
DDAH2,cnv_amp,-3.8688954e-31
SLC17A7,mut_important,-0.70274776
SLC17A7,cnv_del,-0.1271398
SLC17A7,cnv_amp,0.10526815
TMEM42,mut_important,-0.021737654
TMEM42,cnv_del,0.005431069
TMEM42,cnv_amp,-0.086552404
PLSCR5,mut_important,9.6731796e-08
PLSCR5,cnv_del,2.256119e-32
PLSCR5,cnv_amp,1.13761836e-07
HRAS,mut_important,0.42524788
HRAS,cnv_del,1.285606e-32
HRAS,cnv_amp,-6.9191236e-33
STT3B,mut_important,-1.2703429e-05
STT3B,cnv_del,2.8058876e-05
STT3B,cnv_amp,2.6355965e-05
KRBA2,mut_important,5.7729615e-15
KRBA2,cnv_del,-1.380325e-33
KRBA2,cnv_amp,-1.4968157e-32
TMED7,mut_important,2.567376e-32
TMED7,cnv_del,-2.9212552e-07
TMED7,cnv_amp,-1.0881477e-08
GPR119,mut_important,-0.17402695
GPR119,cnv_del,-7.893801e-33
GPR119,cnv_amp,-4.671137e-33
SLN,mut_important,9.968825e-13
SLN,cnv_del,-1.6909166e-32
SLN,cnv_amp,-4.8911358e-33
MAGED2,mut_important,-0.26265326
MAGED2,cnv_del,-0.32359305
MAGED2,cnv_amp,0.5155715
TBC1D21,mut_important,0.090214625
TBC1D21,cnv_del,2.0787748e-32
TBC1D21,cnv_amp,0.14098656
PATL1,mut_important,-0.1381487
PATL1,cnv_del,-1.2802577e-33
PATL1,cnv_amp,-0.58886975
MYOD1,mut_important,-5.3463022e-33
MYOD1,cnv_del,5.1426196e-06
MYOD1,cnv_amp,-1.9931844e-05
PITPNB,mut_important,-1.3976708e-14
PITPNB,cnv_del,-1.3047294e-32
PITPNB,cnv_amp,-1.5102439e-30
TMEM41B,mut_important,4.4865674e-06
TMEM41B,cnv_del,-3.484565e-07
TMEM41B,cnv_amp,-7.674076e-06
CAMLG,mut_important,3.660071e-11
CAMLG,cnv_del,-5.688411e-12
CAMLG,cnv_amp,-2.4630742e-11
NPVF,mut_important,0.14646497
NPVF,cnv_del,5.6415456e-33
NPVF,cnv_amp,1.0497716e-32
SIX4,mut_important,-0.25683472
SIX4,cnv_del,6.179784e-33
SIX4,cnv_amp,-0.08049364
NEDD1,mut_important,-1.1755303e-12
NEDD1,cnv_del,1.4212995e-32
NEDD1,cnv_amp,1.7099846e-32
CTNND1,mut_important,0.0031911228
CTNND1,cnv_del,-0.0007094971
CTNND1,cnv_amp,0.025069805
MYO7B,mut_important,-0.21709688
MYO7B,cnv_del,0.1260525
MYO7B,cnv_amp,-0.36157483
COG8,mut_important,-0.4351745
COG8,cnv_del,-8.064056e-31
COG8,cnv_amp,-0.10151832
FAM180B,mut_important,-0.07400586
FAM180B,cnv_del,0.4401007
FAM180B,cnv_amp,0.14862156
OR10R2,mut_important,-2.2130822e-09
OR10R2,cnv_del,2.0639426e-09
OR10R2,cnv_amp,-3.5436754e-09
SLC4A1AP,mut_important,-1.3302993e-13
SLC4A1AP,cnv_del,-2.0063085e-32
SLC4A1AP,cnv_amp,-1.8545564e-32
DCAF17,mut_important,9.3517707e-07
DCAF17,cnv_del,-6.379877e-33
DCAF17,cnv_amp,-2.1832991e-32
N4BP2L1,mut_important,9.111214e-13
N4BP2L1,cnv_del,-9.029016e-31
N4BP2L1,cnv_amp,3.0531354e-26
PIK3CB,mut_important,8.7761115e-32
PIK3CB,cnv_del,0.18136403
PIK3CB,cnv_amp,-0.009523442
OR52E2,mut_important,-2.2178222e-26
OR52E2,cnv_del,0.040566355
OR52E2,cnv_amp,-0.14938688
BTBD7,mut_important,3.7072943e-31
BTBD7,cnv_del,-0.41505843
BTBD7,cnv_amp,-0.018094394
DOPEY2,mut_important,4.316315e-11
DOPEY2,cnv_del,-1.813271e-10
DOPEY2,cnv_amp,-2.7705468e-10
CDC25A,mut_important,-4.409105e-34
CDC25A,cnv_del,-0.00060282665
CDC25A,cnv_amp,0.004161706
FDCSP,mut_important,0.00044501227
FDCSP,cnv_del,-0.00031439308
FDCSP,cnv_amp,0.00025313656
NCAPD2,mut_important,0.0097916145
NCAPD2,cnv_del,0.037627336
NCAPD2,cnv_amp,0.07714929
DHX16,mut_important,-0.3391081
DHX16,cnv_del,0.44176453
DHX16,cnv_amp,0.24895403
GRM5,mut_important,-6.497856e-13
GRM5,cnv_del,9.138714e-13
GRM5,cnv_amp,-9.485182e-13
LIN28B,mut_important,-1.986228e-05
LIN28B,cnv_del,1.7571128e-32
LIN28B,cnv_amp,-2.0702496e-32
SMURF2,mut_important,4.902126e-06
SMURF2,cnv_del,1.3903692e-06
SMURF2,cnv_amp,5.02555e-07
TMEM92,mut_important,0.0034456274
TMEM92,cnv_del,-5.1367024e-33
TMEM92,cnv_amp,8.905492e-32
KRT25,mut_important,-0.1591699
KRT25,cnv_del,0.11273723
KRT25,cnv_amp,-0.4067975
STAG2,mut_important,-9.897373e-05
STAG2,cnv_del,-2.0086882e-05
STAG2,cnv_amp,0.0029802597
SLC28A3,mut_important,1.860364e-32
SLC28A3,cnv_del,0.00018881577
SLC28A3,cnv_amp,0.04656648
GLI3,mut_important,-1.6149088e-05
GLI3,cnv_del,-1.8000691e-06
GLI3,cnv_amp,0.00028078683
OAF,mut_important,-0.0010352212
OAF,cnv_del,1.2268886e-32
OAF,cnv_amp,5.3607832e-33
IQCF5,mut_important,0.00013008498
IQCF5,cnv_del,-0.00021660405
IQCF5,cnv_amp,2.3317834e-05
TMEM2,mut_important,-0.0023944338
TMEM2,cnv_del,-3.5781288e-33
TMEM2,cnv_amp,-1.5821478e-32
FUT6,mut_important,-2.3147908e-07
FUT6,cnv_del,-8.788964e-32
FUT6,cnv_amp,2.2517367e-32
LCE3B,mut_important,-4.008514e-10
LCE3B,cnv_del,-8.902305e-32
LCE3B,cnv_amp,-3.7837378e-28
FKBP14,mut_important,-2.4160168e-14
FKBP14,cnv_del,3.0855805e-28
FKBP14,cnv_amp,-8.9984724e-33
MYH1,mut_important,0.0052537154
MYH1,cnv_del,-0.039160095
MYH1,cnv_amp,-0.002053197
ADRA2B,mut_important,1.4365138e-05
ADRA2B,cnv_del,6.601786e-06
ADRA2B,cnv_amp,2.742832e-05
TMEM183A,mut_important,5.769055e-09
TMEM183A,cnv_del,2.3365951e-08
TMEM183A,cnv_amp,6.819663e-09
MED12,mut_important,2.2145319e-11
MED12,cnv_del,1.4080655e-32
MED12,cnv_amp,3.7132338e-31
TTLL7,mut_important,2.4630473e-32
TTLL7,cnv_del,-3.0111703e-05
TTLL7,cnv_amp,-0.0004920227
TCF3,mut_important,0.16950819
TCF3,cnv_del,-0.32021752
TCF3,cnv_amp,0.16982937
TWIST2,mut_important,1.970196e-06
TWIST2,cnv_del,9.113119e-32
TWIST2,cnv_amp,1.01476974e-32
GFM2,mut_important,8.087026e-06
GFM2,cnv_del,3.6278455e-24
GFM2,cnv_amp,-7.975923e-33
DEFB135,mut_important,1.1686265e-05
DEFB135,cnv_del,-5.0467482e-30
DEFB135,cnv_amp,1.6579854e-29
UCK1,mut_important,3.874829e-33
UCK1,cnv_del,-0.048665665
UCK1,cnv_amp,-0.119934775
HOXB6,mut_important,-7.71098e-33
HOXB6,cnv_del,0.077382274
HOXB6,cnv_amp,-0.0011652252
HNRNPA1,mut_important,6.357341e-05
HNRNPA1,cnv_del,-2.1648758e-26
HNRNPA1,cnv_amp,-1.893881e-32
SLC9B2,mut_important,-0.082791016
SLC9B2,cnv_del,1.8363483e-32
SLC9B2,cnv_amp,-2.8146234e-30
SLC9A4,mut_important,-1.1402207e-06
SLC9A4,cnv_del,8.7979886e-32
SLC9A4,cnv_amp,2.7113627e-30
AK8,mut_important,1.4942748e-09
AK8,cnv_del,-1.2202256e-09
AK8,cnv_amp,7.240658e-09
CHRAC1,mut_important,0.00015377841
CHRAC1,cnv_del,0.00019806514
CHRAC1,cnv_amp,0.00022673076
MTMR10,mut_important,0.000100270496
MTMR10,cnv_del,3.2586486e-05
MTMR10,cnv_amp,-0.00013666978
OR4A15,mut_important,0.00012136891
OR4A15,cnv_del,0.00035821347
OR4A15,cnv_amp,0.0005182555
MLKL,mut_important,-4.6837393e-32
MLKL,cnv_del,-0.00031668827
MLKL,cnv_amp,0.005924739
CA5A,mut_important,-4.2776487e-11
CA5A,cnv_del,4.5348153e-10
CA5A,cnv_amp,-1.3602768e-09
PRODH2,mut_important,2.5415457e-32
PRODH2,cnv_del,1.0067299e-05
PRODH2,cnv_amp,1.0923966e-05
MAP2K2,mut_important,3.757763e-31
MAP2K2,cnv_del,-4.298189e-05
MAP2K2,cnv_amp,-0.0006742911
NOMO3,mut_important,5.126017e-33
NOMO3,cnv_del,1.4437681e-08
NOMO3,cnv_amp,1.6953344e-07
AMDHD1,mut_important,-1.9647641e-05
AMDHD1,cnv_del,-1.3565557e-32
AMDHD1,cnv_amp,-7.271549e-33
ASB18,mut_important,1.775019e-11
ASB18,cnv_del,2.7165078e-24
ASB18,cnv_amp,-1.2334379e-22
GRID2,mut_important,1.3070829e-07
GRID2,cnv_del,4.6277382e-08
GRID2,cnv_amp,5.480966e-07
CD44,mut_important,4.8987828e-11
CD44,cnv_del,-2.3245862e-32
CD44,cnv_amp,1.3414512e-30
DDX25,mut_important,-4.4177945e-08
DDX25,cnv_del,3.0840366e-09
DDX25,cnv_amp,4.508824e-08
SYNRG,mut_important,5.6848885e-06
SYNRG,cnv_del,4.7984126e-06
SYNRG,cnv_amp,-1.8909947e-06
TFDP1,mut_important,-3.154035e-33
TFDP1,cnv_del,2.4169216e-13
TFDP1,cnv_amp,6.999746e-11
NOL6,mut_important,0.00010519029
NOL6,cnv_del,-3.346376e-05
NOL6,cnv_amp,-8.404812e-05
ARF1,mut_important,-0.5350548
ARF1,cnv_del,2.7738938e-30
ARF1,cnv_amp,0.28648853
DNM1,mut_important,1.1108989e-06
DNM1,cnv_del,3.392037e-26
DNM1,cnv_amp,-9.423647e-33
DEFB136,mut_important,-9.27814e-34
DEFB136,cnv_del,6.202937e-17
DEFB136,cnv_amp,1.9277053e-15
KRTAP13-2,mut_important,-0.020605726
KRTAP13-2,cnv_del,-7.622976e-34
KRTAP13-2,cnv_amp,0.36363906
DCC,mut_important,-9.401471e-33
DCC,cnv_del,-0.022410294
DCC,cnv_amp,-0.017567862
CFL1,mut_important,-9.983587e-06
CFL1,cnv_del,-9.977001e-07
CFL1,cnv_amp,1.160969e-05
HNRNPUL2,mut_important,-1.5745886e-07
HNRNPUL2,cnv_del,-2.2807215e-32
HNRNPUL2,cnv_amp,-1.3351397e-33
OAT,mut_important,7.288599e-06
OAT,cnv_del,9.510921e-06
OAT,cnv_amp,-5.697528e-06
GATA3,mut_important,5.3861843e-08
GATA3,cnv_del,-9.557309e-08
GATA3,cnv_amp,4.1969763e-08
ATP6AP1,mut_important,-4.932725e-34
ATP6AP1,cnv_del,-0.19730584
ATP6AP1,cnv_amp,0.017791491
CARS,mut_important,-8.070339e-33
CARS,cnv_del,4.8561665e-06
CARS,cnv_amp,-2.2657501e-05
RASD2,mut_important,-0.00045714888
RASD2,cnv_del,-9.5884e-05
RASD2,cnv_amp,-0.006938551
MOCS2,mut_important,-0.00010281516
MOCS2,cnv_del,2.5154528e-05
MOCS2,cnv_amp,5.5285487e-05
TMEM216,mut_important,-1.5404768e-32
TMEM216,cnv_del,0.5412893
TMEM216,cnv_amp,0.58842635
ERCC5,mut_important,0.0004683931
ERCC5,cnv_del,-1.03905445e-22
ERCC5,cnv_amp,9.1058906e-33
APH1B,mut_important,1.8691235e-08
APH1B,cnv_del,-2.128736e-28
APH1B,cnv_amp,-2.4290838e-33
JARID2,mut_important,-1.3313914e-32
JARID2,cnv_del,-0.015297664
JARID2,cnv_amp,0.12452084
AGPS,mut_important,1.8315737e-12
AGPS,cnv_del,-1.02445104e-32
AGPS,cnv_amp,5.133497e-33
SGTB,mut_important,2.4338239e-32
SGTB,cnv_del,8.233277e-06
SGTB,cnv_amp,-1.2719016e-05
BHLHB9,mut_important,0.00093791133
BHLHB9,cnv_del,-0.00046289884
BHLHB9,cnv_amp,-0.051953737
RAPGEF3,mut_important,0.00026784302
RAPGEF3,cnv_del,-0.00026273375
RAPGEF3,cnv_amp,-0.0006603295
ECEL1,mut_important,-0.0010678438
ECEL1,cnv_del,0.0023469427
ECEL1,cnv_amp,-0.0006176684
EHD3,mut_important,-0.27221757
EHD3,cnv_del,2.5208888e-32
EHD3,cnv_amp,1.5009043e-30
SYS1,mut_important,3.9411407e-08
SYS1,cnv_del,3.8841948e-33
SYS1,cnv_amp,2.2759373e-24
ANGEL2,mut_important,8.094588e-06
ANGEL2,cnv_del,-1.3555628e-05
ANGEL2,cnv_amp,4.013204e-06
ARL13B,mut_important,-4.6482115e-15
ARL13B,cnv_del,-1.2783498e-32
ARL13B,cnv_amp,-2.2683936e-30
SESN3,mut_important,1.9198788e-25
SESN3,cnv_del,-0.006012767
SESN3,cnv_amp,-0.11358155
HEPH,mut_important,-2.4312041e-32
HEPH,cnv_del,-3.4683075e-05
HEPH,cnv_amp,-8.430848e-05
USP6NL,mut_important,-9.9691965e-12
USP6NL,cnv_del,1.09319e-30
USP6NL,cnv_amp,-5.506441e-33
LCLAT1,mut_important,2.2928535e-07
LCLAT1,cnv_del,1.3096742e-32
LCLAT1,cnv_amp,-5.9822594e-33
DNMT3A,mut_important,-0.00015907096
DNMT3A,cnv_del,-7.375762e-05
DNMT3A,cnv_amp,-5.0463044e-05
FBXO9,mut_important,-0.009483227
FBXO9,cnv_del,0.006820648
FBXO9,cnv_amp,0.12096018
STEAP3,mut_important,3.952676e-06
STEAP3,cnv_del,5.3069526e-33
STEAP3,cnv_amp,-9.910039e-33
AHR,mut_important,0.135642
AHR,cnv_del,1.97984e-32
AHR,cnv_amp,1.358114e-26
FAM98C,mut_important,-7.625124e-15
FAM98C,cnv_del,3.941583e-28
FAM98C,cnv_amp,1.9658969e-32
FCRL5,mut_important,-1.0414673e-11
FCRL5,cnv_del,-3.3171512e-28
FCRL5,cnv_amp,2.0695044e-32
USP39,mut_important,3.7168309e-31
USP39,cnv_del,4.2807342e-33
USP39,cnv_amp,7.508813e-23
ZNF93,mut_important,5.631568e-06
ZNF93,cnv_del,2.6208172e-06
ZNF93,cnv_amp,-3.3383667e-06
PIWIL2,mut_important,5.833915e-33
PIWIL2,cnv_del,7.202079e-08
PIWIL2,cnv_amp,1.2480867e-06
ACCS,mut_important,5.3768996e-05
ACCS,cnv_del,0.00012363271
ACCS,cnv_amp,0.00019367228
RPS28,mut_important,-9.662219e-08
RPS28,cnv_del,-2.0204251e-32
RPS28,cnv_amp,-2.544954e-32
ARRB2,mut_important,3.720732e-06
ARRB2,cnv_del,-4.1842254e-06
ARRB2,cnv_amp,2.8132686e-06
TXNRD1,mut_important,0.0007172664
TXNRD1,cnv_del,-0.00044012233
TXNRD1,cnv_amp,-0.00032184029
SATB1,mut_important,-2.2553113e-06
SATB1,cnv_del,-2.5401743e-24
SATB1,cnv_amp,1.7839458e-32
CYB5RL,mut_important,0.0176058
CYB5RL,cnv_del,-0.02571443
CYB5RL,cnv_amp,-0.022510517
POLR2C,mut_important,-4.945439e-09
POLR2C,cnv_del,6.3110486e-09
POLR2C,cnv_amp,5.41267e-09
PDK1,mut_important,6.47055e-08
PDK1,cnv_del,-8.8653456e-32
PDK1,cnv_amp,-2.1693701e-32
CCDC148,mut_important,3.448751e-08
CCDC148,cnv_del,6.0081517e-30
CCDC148,cnv_amp,1.3362276e-24
UBXN8,mut_important,-2.3403283e-05
UBXN8,cnv_del,1.965279e-05
UBXN8,cnv_amp,-1.3406504e-05
CAMK2B,mut_important,-2.5687555e-32
CAMK2B,cnv_del,0.00040186552
CAMK2B,cnv_amp,2.2238051e-05
DNASE1,mut_important,-0.0007627994
DNASE1,cnv_del,-0.0104874605
DNASE1,cnv_amp,0.008941546
ARMC5,mut_important,0.01812195
ARMC5,cnv_del,-0.012652278
ARMC5,cnv_amp,-0.004562177
NUP153,mut_important,-1.4680423e-32
NUP153,cnv_del,1.8219714e-14
NUP153,cnv_amp,1.0441604e-14
SYNJ1,mut_important,6.2193055e-07
SYNJ1,cnv_del,8.371502e-33
SYNJ1,cnv_amp,-1.332374e-24
MTA2,mut_important,-7.669875e-06
MTA2,cnv_del,-2.8875659e-33
MTA2,cnv_amp,-1.0504579e-23
KRTAP12-2,mut_important,-0.00465853
KRTAP12-2,cnv_del,-1.861983e-33
KRTAP12-2,cnv_amp,1.5796652e-32
PDCD7,mut_important,-3.9670507e-05
PDCD7,cnv_del,-2.2034506e-32
PDCD7,cnv_amp,-2.0162573e-32
KLHL21,mut_important,-0.3171168
KLHL21,cnv_del,0.2597139
KLHL21,cnv_amp,0.02731609
LY6G5B,mut_important,1.4079216e-31
LY6G5B,cnv_del,-5.0839117e-05
LY6G5B,cnv_amp,0.00026038854
SRSF12,mut_important,-8.042333e-06
SRSF12,cnv_del,-3.0757303e-28
SRSF12,cnv_amp,-2.3476112e-32
SF1,mut_important,-1.7565785e-08
SF1,cnv_del,1.6223203e-32
SF1,cnv_amp,2.3439332e-32
TAF13,mut_important,0.00019586452
TAF13,cnv_del,-0.0011055067
TAF13,cnv_amp,0.00058591063
GIPC1,mut_important,-2.2118022e-06
GIPC1,cnv_del,2.6582842e-05
GIPC1,cnv_amp,-1.664051e-05
PLEK2,mut_important,0.089018464
PLEK2,cnv_del,0.20555533
PLEK2,cnv_amp,0.0818197
ZNF479,mut_important,-0.25433767
ZNF479,cnv_del,-0.0034605737
ZNF479,cnv_amp,0.076258525
DYNC1I2,mut_important,-0.0002262179
DYNC1I2,cnv_del,0.00012855309
DYNC1I2,cnv_amp,-2.438382e-05
ECM2,mut_important,0.006558122
ECM2,cnv_del,-0.0057744044
ECM2,cnv_amp,-0.019157361
RRAGC,mut_important,-3.076828e-11
RRAGC,cnv_del,-1.0661769e-32
RRAGC,cnv_amp,-6.1805906e-33
SLC22A13,mut_important,1.0178291e-11
SLC22A13,cnv_del,1.0508751e-11
SLC22A13,cnv_amp,4.3080726e-12
HOXA3,mut_important,-4.2843293e-08
HOXA3,cnv_del,-1.0905732e-06
HOXA3,cnv_amp,9.103988e-07
BHLHA15,mut_important,0.0061776713
BHLHA15,cnv_del,7.592203e-05
BHLHA15,cnv_amp,0.019974567
FGFR3,mut_important,-0.046893217
FGFR3,cnv_del,3.7128151e-31
FGFR3,cnv_amp,-1.2771705e-32
CELF4,mut_important,-3.970132e-08
CELF4,cnv_del,3.185951e-33
CELF4,cnv_amp,3.7160872e-31
RNF168,mut_important,-2.0402335e-33
RNF168,cnv_del,5.4953187e-08
RNF168,cnv_amp,-9.18171e-08
TMEM69,mut_important,2.9637235e-06
TMEM69,cnv_del,-8.95738e-33
TMEM69,cnv_amp,8.059368e-33
FUNDC2,mut_important,0.00016895542
FUNDC2,cnv_del,0.0007683806
